title,price,shipping,condition,item_url
Lenovo ThinkPad x13 Gen 3 | 16GB WUXGA | QWERTY | WARRANTY & INVOICE,1265212.45,220676.59,Pre-Owned,https://www.ebay.com/itm/168645690353?_skw=laptop&itmmeta=01M146PCNP9HB514XY47SMXKCF&hash=item27441103f1:g:9AoAAeSwLwBqHr1e&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAGgSoMKTMEX31%2B8%2FgadZPf2%2Bz6rsirkWfBoIrRlYuOII%2B0YyE9GXIrwB50sOtLE6J1fM34VErz%2Buzp8yLSEUIFgEeieHwu6KFsZr3cpAZ0xcTrET0CrcD8U4RKpra6TTBuDBhNoVy0aCQ5JWOL3itXee9iifuEQC3Rfb2xcz9kDwOl2XoV%2FVUSpJUCSMCeBi%2B10H2kgzuuqbDVIkFLqaFud6eJAlxIVv5dXX7k%2F0j3yzaw7pvWs5KPvfeiRQKFAhBS9wW4YKEte92CWHmRjZXM%7Ctkp%3ABk9SR7DL2YaJaA
Lenovo ThinkPad P15 Gen 2 | 64GB 1TB NVIDIA RTX A3000 | QWERTY | WARRANTY & INVOICE,2813626.52,220676.59,Pre-Owned,https://www.ebay.com/itm/168645772594?_skw=laptop&itmmeta=01M146PCNPT5RW57RHGG22PG3W&hash=item2744124532:g:VVcAAeSwIhBo7hqb&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xB%2BlJ%2Bj3QHYhcREH01MBpsPWAN0BuFxnHHVhIqgO%2Fj8%2FaG2fBjFTBk5z6HY8c2%2FRjTb%2F7%2FCAW6fGLi8iJlT3Pkd5bBItsQ3vh%2FNIdN4O2wCZI3Xf227mgcAuIegPs8pf2y2721YT%2FkejmnAXMh8hwuKdjl067UOvXXWkjWERuKl52iDjVxOS3eltMtAh0offsB%2FUN9o%2F1%2FFMi%2F7DNaVmkmjtNBzu4jY2%2FYi6TPHeFNV3w%3D%3D%7Ctkp%3ABk9SR7DL2YaJaA
Lenovo ThinkPad P15 Gen 2 | i9 64GB NVIDIA RTX A4000|| QWERTY |WARRANTY & INVOICE,3733112.31,220676.59,Pre-Owned,https://www.ebay.com/itm/168645750189?_skw=laptop&itmmeta=01M146PCNP1MTCMHDERG0YB3N8&hash=item274411edad:g:VVcAAeSwIhBo7hqb&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xCyPkuo9uNpS1Y9mdon4Ykdq2waJTY%2FgxvABx69sVEyLTKkrQIdz7Fqo%2FLOWVKBW2tgv1ab0EeiPf0utQ4On0vSd1B5sAD%2BvvNtygAlsnDDmsTFv%2B6%2BRpKj%2BfviSmyX7XHZTql5aYs9ScN3N23Rdtu%2Fft7ctOE0vIGcSU%2FRKbQxXY7zOnfcaamAYGS2yBR9NsubBSZvtE3ZsGX4D6VVV1h8P8vfLZbnv071Cm%2BA3iBbvg%3D%3D%7Ctkp%3ABk9SR7DL2YaJaA
"Acer E5-573 15.6"" Full HD Laptop Intel i7 16GB RAM 240GB SSD Genuine Clear Win10",595229.26,51483.0,Pre-Owned,https://www.ebay.com/itm/318778412593?_skw=laptop&itmmeta=01M146PCNPJZS6N4GE274Y843Q&hash=item4a38ac8e31:g:C84AAeSwMk1qja8Z&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAjDgStrCoa7FBzL49Uv0s06U24gOu9SFJbIthEvu9nhBVxaaDZP1aYOR4NaFr1G33HJgfDVuIPYa2z%2FfnOz718Ai2BCPD%2FVLsQSR2215bOjaiZtCN6FFn8PjFKsanuKuxmdvIpCpA0KiEvH%2FDdjmhD%2FrhP4VrDIiGWZiIAEyocQJh%2F6qNzcfE59l12o6i3uSMzMTwWpHc6kTvlePAeTh8Xcx2cVkFUcycO6JaDa6vwf9Th8mLe4SNerDJQU67Nv5via3dv9mhxH%2BXj01pIraPi%7Ctkp%3ABFBMsMvZholo
Microsoft Surface Go 4 Intel Pentium N200 | 8GB RAM | 128GB SSD Windows 11 Nr1,897418.13,73191.07,Pre-Owned,https://www.ebay.com/itm/318790208521?_skw=laptop&epid=28053963620&itmmeta=01M146PCP7B6Y2MY4C6B22MSZN&hash=item4a39608c09:g:Z20AAeSwNnNqFTHG&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDJMgOc7KOIYRTkDiU1n%2Fma%2BctEDqTf1jglo7%2B%2FWhHh9455rwUf5Le72AQFmeoyiuc0EGq%2FiHgBN3IVJ%2Ftovt6Vv1JKa8etkmeNFVMfqHEwSHN7upY7rv0bM1mVbepYaWd%2Fm3t4anGKBS6UQSguXZpp8v4eboRkTtZSMnSxQSVL9sP29heZSgIX8jzUMESnRm%2BsBJwZVfaULiqHmgOGbFS5n095ql%2FKFZiVT6YF%2FaQSet4sOXf5tZZVL6gI6dYYxOBHRG22aLofx3xI3PWvAjj7%7Ctkp%3ABFBMsMvZholo
Microsoft Surface Go 3 - Intel Pentium Gold 6500Y 8GB RAM 120GB SSD Win 11 Nr1,511234.1,73191.07,Pre-Owned,https://www.ebay.com/itm/318790150714?_skw=laptop&epid=28053963620&itmmeta=01M146PCP7SXJJR7S50908HK5K&hash=item4a395faa3a:g:sMcAAeSwPdNqkSK0&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xD0X5jAtIWH0njwISVETyIYWo9LUwi%2F1XKgqgRj2r8wCWX2WiNZ0mjGC6%2Fk167Nq3coFJscUTjd3lLh7jZTznI3l%2B2lJTSpjw4GRxdWV23hKNJi7SNb4HgNqNo8AUOrvLXqgo5N5ygSUzlN%2FzCVesl93UtJCHAKF6zEDxR0U0Go6bI9ZvjtQIsqqJxouZjan%2BL5QHTVBuI3DQi%2B9sTkS52PeHxLhowGNehbCOSxizhFL3RgIhg0zEPbmuJ1SrMTrTZ%2B990rTpmevR3czUQs2ffY%7Ctkp%3ABFBMsMvZholo
Lenovo ThinkPad P15 Gen 1 Workstation | 4K 64GB Nvidia | QWERTY | WARRANTY,223214370.74,220676.59,Pre-Owned,https://www.ebay.com/itm/168645789137?_skw=laptop&itmmeta=01M146PCP7ZS534HJB74WE9NBE&hash=item27441285d1:g:xicAAeSwp05qkX8G&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xA%2FGMHTN9GkCocY%2B7BGNKSJNt4jK8a3g3yb8oETif7CgYlcpVDEq7ShOcnItpSqwwRi3FUAip3DQAxLDdUNVV2gDavoaZu1qZca8sJXM%2Fu02myCeDT4joGHGtUDNXHuTrmjWcQcEvm%2F86j4yZ5rbfKx9GxsatAdI3KjAq9rm1LH3OEd3AMyR3Jo2lbYoDUzEWE7vXZX5eA4Jgtd0lnx%2FgFnQdlvqnAs4Zv8phSPvwn%2Beg%3D%3D%7Ctkp%3ABk9SR7LL2YaJaA
Lenovo ThinkPad x13 G3 | Ryzen 5 Pro WUXGA | QWERTY | WARRANTY & INVOICE,1283602.16,220676.59,Pre-Owned,https://www.ebay.com/itm/168645679494?_skw=laptop&itmmeta=01M146PCP7JME06PHAF6R6EE7A&hash=item274410d986:g:9AoAAeSwLwBqHr1e&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xD5vIUyhrP8NukCYes2dVieOdkufhkfkhwHibuSooDSacraEFaG59%2B6edqT2FWq4%2B0Cblhhw%2BW4n7qpIMSnn50%2Bu9ehNOPz%2FF%2FTz8kzMV3HvH8UbYaDBibccdcgxa3nfO5yBElCXMo3p%2B8jmSyLDME3kadcv3%2B82vLwEcypx%2B9sJrclEyRXFIWoDEpm3nX4ToLH0Bxpq%2BUtJXDZD24F14GU%2FupbKmIiFdsEjRYW%2FLjrbIiiRuP2rq%2BOtniCrgQFLs7U9jjSjWw3ZQ%2F3kaSjH48F%7Ctkp%3ABk9SR7LL2YaJaA
FAST CHEAP TOP BRAND INTEL CORE i5 8TH GEN 16GB RAM 480GB SSD WINDOWS 11 LAPTOP,471884.58,409675.96,🔐Anti-Virus🏠💼Ideal For Home & Office🕒1Yr Warranty,https://www.ebay.com/itm/317027002155?_skw=laptop&itmmeta=01M146PCP76DJZESHQBF0HDSYG&hash=item49d048272b:g:FhgAAOSwzSxoWp7x&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xBdNYt5CI4ce7xve5o2vZhh%2BEmhSaM501jMf3SWDwuL9qrEf5p5ONLaSMvN%2FJ%2Fn089nr5bezIHb0cltd40%2FJjODERxVcJNv8ueVPxz8A5PZURhmKPeG77oQh2sDRLD78mhiCEvmLHCwHExWkk%2BJoBFwEN7%2Fc4%2F%2B%2BCn3zef9ypssBwd7YhRc76hXStCbVeZQV9MaGLxx1aYB4bq4qZ6PFmojlYWaE%2FOi2GndfXQgvNPlA%2BR7zKJnBu2Hu498Qvay%2B3LLKAI7qB%2B9pw4RKRzUKDjR%7Ctkp%3ABk9SR7LL2YaJaA
NEC PC-VKT40CZG9 Core i5 1130G7 8GB 256GB 13.3 Windows11 Pro JP 3,568119.6,31562.2,Pre-Owned,https://www.ebay.com/itm/128048635700?_skw=laptop&epid=21095821810&itmmeta=01M146PCP88GMY4ANTZXYVZ55N&hash=item1dd04b1f34:g:fgQAAeSwgwRqkTjU&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xCrLirCVT42RWZbJcA%2FYKQ%2BuJfHBa1TnNuq2VKpkyF%2FBOxs04Q2ouNzAob5tGmGnXF4NFvbBAcnp9TlOo%2FqCsQeME%2FETw0cl8v8ZMuX5E0cepJyVyOZ%2FpcMmP2v2rwnq2ufujdQK3GkqASLfNqbrD3tOZxIcXT7%2Bnux1LDKzE040HkovLgXshHrElUk8LC%2Fa64bruATxJLLB69KHLUG%2FxN0SJ%2FFRqLqjN31Z1jrLjEjcw%3D%3D%7Ctkp%3ABk9SR7LL2YaJaA
Dell Precision 7770 17.3″ In Laptop 128GB DDR5 NVIDIA RTX A4500 16GB 2TB SSD i9,8035637.96,1175742.97,Not Specified,https://www.ebay.com/itm/298623440643?_skw=laptop&itmmeta=01M146PCQ8BCBD56JG4KT5E0Y7&hash=item4587581703:g:Q9YAAeSwo5FqgvcD&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xANwrtVg4VMPAhtjhTXkjarnQebPkh6kgNXhj8MzePGYaNIuv7zyb8FkGJ7or7D9OhPLcGsICPcUM4NvuJ515zwWCmwKYX3rwJeIIX2EUa8GQ2KeOFkJwVNVZG%2BLo%2B7BdXb2wsb5ZIjHcDj4Vzrb%2BWfX58aZJvzWpbTGg01T8ynPJZBEXLmfwq2Niys7oUpc64mQEWZkfFcKuvocA25E8FaNKYZMAAEdFmZzMDBpMCLsR7t4uEDiyXhfw3EhTch8y0Nk6VZJOCuBuTm769qd1unn6IlcoGhr2C%2BbpUPbf8w1w%3D%3D%7Ctkp%3ABFBMkszZholo
"Acer E5-573 15.6"" Full HD Laptop Intel i7 16GB RAM 240GB SSD Genuine Clear Win10",595229.26,51483.0,Not Specified,https://www.ebay.com/itm/318778412593?_skw=laptop&itmmeta=01M146PCQ8B4EWD71CVJ0HNDM2&hash=item4a38ac8e31:g:C84AAeSwMk1qja8Z&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xAjDgStrCoa7FBzL49Uv0s06U24gOu9SFJbIthEvu9nhBVxaaDZP1aYOR4NaFr1G33HJgfDVuIPYa2z%2FfnOz718Ai2BCPD%2FVLsQSR2215bOjaiZtCN6FFn8PjFKsanuKuzaFXTx4ou4vZrnF5b6HYh7aw0o6cBeCEGx19Xci67amxUph03TWajJ7NRO9cLiUrZoSQLkkdOHWBD0FTghgnHz%2F1xTaVm4sMyYWZdWu6mKA9fIAP2HCciTCWchga51lEwu3JD1PuNdPvW5dVnQMjKL%7Ctkp%3ABFBMkszZholo
Microsoft Surface Go 4 Intel Pentium N200 | 8 GB RAM | 128 GB SSD Windows 11 Nr1,897418.13,73191.07,Not Specified,https://www.ebay.com/itm/318790208521?_skw=laptop&epid=28053963620&itmmeta=01M146PCQ8M7BWD0MGFH88J9GK&hash=item4a39608c09:g:Z20AAeSwNnNqFTHG&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xDJMgOc7KOIYRTkDiU1n%2Fma%2BctEDqTf1jglo7%2B%2FWhHh9455rwUf5Le72AQFmeoyiuc0EGq%2FiHgBN3IVJ%2Ftovt6Vv1JKa8etkmeNFVMfqHEwSHN7upY7rv0bM1mVbepYaWeMgvWAPSnjlRmxuBvbHZvSoBjx7MpcQuQkFFvnTUNWjui3mH2NJCpJK4lyl9hnta2GeqwDV7k5bS%2BQ6XGEd6qiuIOfsLnmUT7vXZNm9WDtWPkYOjBet7N5upYP2ufGXy%2BnCKpRVXak4wVjQEyd1oAS%7Ctkp%3ABFBMlMzZholo
Microsoft Surface Go 3 – Intel Pentium Gold 6500Y 8 GB RAM 120 GB SSD Win 11 Nr1,511234.1,73191.07,Not Specified,https://www.ebay.com/itm/318790150714?_skw=laptop&epid=28053963620&itmmeta=01M146PCQ83QFYYEAJWM2JYH13&hash=item4a395faa3a:g:sMcAAeSwPdNqkSK0&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xD0X5jAtIWH0njwISVETyIYWo9LUwi%2F1XKgqgRj2r8wCWX2WiNZ0mjGC6%2Fk167Nq3coFJscUTjd3lLh7jZTznI3l%2B2lJTSpjw4GRxdWV23hKNJi7SNb4HgNqNo8AUOrvLX49CsNMSJI9NvKO7P6dnS1%2FuajWcJen8f3bzwfQHGaLZuoLxht%2F61V1IYcnaIReO3dPpAuVXN8Y4OEE66C24TGsImrN4EgBp7PiUJBES11GYKq%2Bgf8sTg3Y7pjHc7eoiXHQugT4OEs4428ulBKB4mo%7Ctkp%3ABFBMlMzZholo
Dell Latitude 5410 | Intel Core i7-10810UU | 16GB RAM | 512GB M.2 SSD | Win 11,919301.89,183897.16,Not Specified,https://www.ebay.com/itm/358551951381?_skw=laptop&itmmeta=01M146PCQ8C7BAZ24106XF5JS2&hash=item537b5c9815:g:JZcAAeSw0UlqBIxS&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xA2gQ6J6p06UbZrMj3WNpdvYAPOV1OYca4dtP0KZKLXre%2BV%2F9GfjZBlADOGf%2BFT1VB96TFClqRy6HiuhZ09bWG7YkeWf%2Bk7h5prrYFSpsflHTDmqCqxWedezvXBC0n00nDVYTyR3svJq3hwFzV%2BpAst7fZNq14RnmMyBY7Cggr%2BNq9naSDfWwsU9%2BAQ6TVcO6xZLIJ8QSEhd1sSiTrh2Y5paMiLCAeo68hdkkSmUw%2BA3uFPrLsAhVF95ZRaQqG7nX2fJYNiLq%2Bm4WNj381mjLOy%7Ctkp%3ABFBMlMzZholo
Lenovo P14s Gen 2 ThinkPad i7 11th Gen Quad Core 24GB RAM 512GB SSD NVIDIA T500,1201227.05,464290.84,Not Specified,https://www.ebay.com/itm/157647650978?_skw=laptop&itmmeta=01M146PCQ89XANZ6HS7KBXXB4B&hash=item24b48840a2:g:PbgAAeSwgsVpe17x&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCYurVQYpH0eTGHBk9URtp3Ozaq6615EbPtQ3VLJ%2F7vbUmoJzG77n%2BL5dQxwkG7stp1xJK9nx5UcM%2FNKOWfc5%2FuQmyjBIZ033MIryOZzkiSU6Bhh8JyRtlKUFnwciArkV5MD6cuByVFZzCzbbGoaenY8abZe%2BjG9mHi0KJXqD%2FWix9mIYXEnNwRB12NFjbw8yplLxcqVA66MMAxiwH76yceGedcPyjENd05b2Afr%2FHPRWEN2k5fkWsm7eC%2FIu4gN1jYGNa261dCIgLomxoNp9lL%7Ctkp%3ABFBMlMzZholo
FAST CHEAP TOP BRAND INTEL CORE i5 8TH GEN 16GB RAM 480GB SSD WINDOWS 11 LAPTOP,514787.08,394102.35,Not Specified,https://www.ebay.com/itm/317027002155?_skw=laptop&itmmeta=01M146PCQ8X25BK3G05BNZW2A2&hash=item49d048272b:g:FhgAAOSwzSxoWp7x&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xCrpDVyn8c6i1r%2F45pTFLlgP00YNb54AO%2FuZlHlyCInWPnC%2FnrNcuQ5t9ssnaaKpsknxiC92UkEP3HyfNU5dugXSrbjH3NaL5bXiPollpWl1d4X1U8EH6CraoWorenMUvTLGzGz1zSgwfkuvD094Z%2B9e2GXeBZyQ4kIPi0BfWTWmWQ%2FVkzPLZwNKc8hquTgz7mus%2B8xYiZA%2BSsNeA79fPTSZAdpUBvN9os%2Fgy2l7W6SFvKGV2pzn1TuxMgTMlGkVt4ctcA5qQXdabOzLfaqoWpU%7Ctkp%3ABFBMlMzZholo
Panasonic Toughbook CF-20 MK2 i5-7Y57 8GB 256GB LTE GPS Dual Battery Win11 Pro,1068272.21,171567.09,Not Specified,https://www.ebay.com/itm/358483586523?_skw=laptop&itmmeta=01M146PCQ844HDCA03P5E2FZDE&hash=item5377496ddb:g:1Q4AAeSwPL5p69zJ&itmprp=enc%3AAQALAAAA4GfYFPkwiKCW4ZNSs2u11xATNjEfcHWqklqSb1yvVPa%2BVC7mWjebUdNmV0Zth8aZoyDgIsaY86BEO6WipwSAFELaaOo0df%2BGi78yLi51kihzZNqeABbW235Duqi%2FsN4Brm%2FwFLFK%2FLkzwf7UAp2llNeoYdNpHclqtUJqop8NDwuvVf%2FuG%2FETcCV8G5gDNKtUsAKzc40Y%2FBNbSsPr0ryMiJK%2BqEZFm5sKH2MMWTmBUp9r3sz0IhG6SWE4xZcLrGzQhZat1Z24WDjzWf7LohN%2B%2FwZLAY9WSqIdPqc3j8CkczY4%7Ctkp%3ABFBMlMzZholo
